index,vocab
1628,ERC2
1629,FZD4
1630,PSEN2
1631,MECR
1632,MAU2
1633,MEP1B
1634,PLA2G4B
1635,LOXL1-AS1
1636,LINC01297
1637,SPRN
1638,SLC49A4
1639,COL5A2
1640,TEX2
1641,FLYWCH1
1642,BIN2
1643,RAD51C
1644,KCNC4
1645,TOMM70
1646,OPCML
1647,ZMAT5
1648,ZNF519
1649,C2ORF40
1650,AGPAT4
1651,CHSY3
1652,ZNF724
1653,UNG
1654,LINC02691
1655,GMPPA
1656,CCNF
1657,FCGBP
1658,IL4
1659,CBLN4
1660,HELB
1661,FCRL1
1662,CYFIP2
1663,NLRP4
1664,TTC23
1665,ZBTB5
1666,EVL
1667,LINC01140
1668,MIR142
1669,TFF3
1670,EVX1
1671,AGAP1-IT1
1672,P3H2
1673,FMC1
1674,ODF2
1675,ITGA1
1676,SIDT2
1677,LPP-AS2
1678,JMJD7
1679,FXR1
1680,MFSD14C
1681,UBE2D3P1
1682,TPD52L3
1683,TBCC
1684,FAM131C
1685,WASH8P
1686,TRNI
1687,MTERF3
1688,DAPK
1689,MEGF6
1690,ZNF517
1691,CUL4A
1692,LEF1-AS1
1693,HIST1H4E
1694,TEX261
1695,KAT7
1696,HMX1
1697,SLC1A3
1698,KRTAP4-5
1699,SNORD115-1
1700,CAPRIN1
1701,DUSP11
1702,LILRA6
1703,LTF
1704,TMEM237
1705,ZNF197
1706,RNU6-611P
1707,BRDTP1
1708,PNMA8A
1709,FEZ1
1710,KLK1
1711,TAGLN
1712,TLX1NB
1713,ICAM5
1714,CALM3
1715,ARGFX
1716,UCKL1-AS1
1717,CHML
1718,OR5D14
1719,OSER1-DT
1720,RAB3GAP1
1721,MIR576
1722,NCK1
1723,CMTM3
1724,UNR
1725,RIOX2
1726,ZCCHC6
1727,MIR1255A
1728,CGGBP1
1729,PPP2R4
1730,ABR
1731,ZC3H14
1732,SPG4
1733,CCDC88A
1734,JCHAIN
1735,MPZL3
1736,PTRHD1
1737,GPR176
1738,FYB
1739,NBEAL1
1740,MIR215
1741,DCTN1-AS1
1742,CEP170B
1743,MRPS25
1744,MB21D2
1745,TMEM61
1746,MEF2A
1747,TTTY17C
1748,RAB5IF
1749,CXCR4
1750,OLA1
1751,PAK
1752,TRIM65
1753,ALKBH2
1754,ACAD10
1755,DDB1
1756,LINC01578
1757,B3GAT3
1758,HIP1
1759,INSYN1
1760,ELK2AP
1761,RALYL
1762,ZWINT
1763,P4HTM
1764,REG3A
1765,TTC33
1766,C15ORF48
1767,C2ORF27B
1768,LINC02052
1769,CD1A
1770,NIF3L1
1771,LRFN5
1772,SEPT9
1773,MNF1
1774,RAB39
1775,PTRH2
1776,NRTN
1777,CEBPZ
1778,RBAK-RBAKDN
1779,PLN
1780,ZSCAN26
1781,HSD17B7P2
1782,METTL1
1783,SEC14L4
1784,BCYRN1
1785,CHD7
1786,RAVER2
1787,C17ORF100
1788,APOA1-AS
1789,SNORD115-27
1790,SLC25A25
1791,NDUFAF7
1792,ZC3HAV1L
1793,MIR4298
1794,SLC25A32
1795,LINC02167
1796,OR10P1
1797,SPPL2A
1798,SMIM32
1799,DLEU1
1800,MED23
1801,KCNB1
1802,WDFY1
1803,NEK10
1804,SUMO2P6
1805,FIP1L1
1806,POLR3E
1807,LINC00417
1808,ZNF518B
1809,RNA5SP336
1810,MOB3A
1811,C16ORF91
1812,ORAI3
1813,LRRC46
1814,MIR629
1815,RPLP2
1816,RIN2
1817,PCLAF
1818,RAB4B-EGLN2
1819,PDLIM3
1820,SUCLG1
1821,BICD1
1822,MIR548AU
1823,MRPS23
1824,RCHY1
1825,CCNG1
1826,FHDC1
1827,GULP1
1828,WFDC11
1829,TGM1
1830,FAM27C
1831,OR10H5
1832,LDLRAD3
1833,MGARP
1834,PRICKLE3
1835,CTPS
1836,FPR3
1837,OR2F2
1838,TRK-TTT3-5
1839,NDUFA10
1840,HBP1
1841,SEMA4C
1842,CLEC4GP1
1843,RAPGEF1
1844,MED14OS
1845,NCOR2
1846,LPAR4
1847,KIAA1161
1848,STAT6
1849,SEPT2
1850,EPB41L4A
1851,APOA5
1852,SLC9A3R2
1853,FADD
1854,RIMKLBP1
1855,HPCA
1856,NPPC
1857,NBR2
1858,MTRF1L
1859,GKN1
1860,TRIR
1861,UFM1
1862,SAXO2
1863,ATP4B
1864,MLIP
1865,C4B
1866,INHBB
1867,VSTM1
1868,LINC00654
1869,CCDC147
1870,ZFYVE26
1871,C18ORF54
1872,ALDH18A1
1873,YJEFN3
1874,KCTD9P6
1875,DCST2
1876,INSR
1877,OR51A4
1878,LINC01690
1879,HAUS6
1880,TRAF3IP2-AS1
1881,ANKRA2
1882,MIR3195
1883,TIMMDC1
1884,LINC02288
1885,MIR1184-1
1886,ITGAM
1887,SULT1C1
1888,RPL23
1889,TMEM205
1890,SNHG17
1891,CLIP2
1892,B3GNT7
1893,GGTA1P
1894,CXCL16
1895,STRADB
1896,GRK4
1897,LINC00900
1898,IQSEC3
1899,MOS
1900,PPP4R1L
1901,HIST1H2AA
1902,QPRT
1903,GOLSYN
1904,SMC2
1905,CLEC3A
1906,MSR1
1907,CTAGE3P
1908,LINC01011
1909,PLIN3
1910,PIMREG
1911,CD247
1912,OR1L4
1913,NBPF8
1914,RNASE8
1915,MIR196A
1916,OR10G4
1917,HAX1
1918,SLC35G3
1919,MRGPRG
1920,TCL1B
1921,FAM86B2
1922,DNAJC22
1923,RHOBTB2
1924,TMEM66
1925,CCN6
1926,SPP2
1927,LCE1B
1928,HMBS
1929,GCNT2
1930,NPIPB3
1931,GPSM3
1932,MRVI1
1933,TCEAL1
1934,MIR589
1935,MIR665
1936,GUF1
1937,PRKAB2
1938,EPHA2
1939,FOXRED1
1940,FAM13A-AS1
1941,MRLN
1942,LINC00628
1943,TMEM184B
1944,SPOCD1
1945,FN3KRP
1946,HSD17B1
1947,SLC24A5
1948,RNU1-16P
1949,SIGLEC10
1950,IGHG3
1951,PHKA2
1952,PCM1
1953,MIR4288
1954,KPNA7
1955,CFAP44
1956,NPPA
1957,GABRP
1958,DOLPP1
1959,PTK6
1960,KRT83
1961,MYH2
1962,TMCC1-AS1
1963,EXOC3L2
1964,RAD51
1965,CDC34
1966,ELOA3
1967,TRDC
1968,MIR99A
1969,ARF6
1970,FLG2
1971,LINC01512
1972,UTP6
1973,TTC9B
1974,IGF2BP2
1975,ZNF678
1976,ZFAND5
1977,G2E3
1978,DUSP14
1979,STAG3L4
1980,PUM2
1981,ATRIP-TREX1
1982,DYRK2
1983,MST1
1984,APAF1
1985,RASAL2-AS1
1986,ITGA2B
1987,APBB3
1988,SERPINA7P1
1989,DPY19L1P1
1990,PEAK1
1991,PLA2G2E
1992,G6PC2
1993,NECTIN2
1994,FRS3
1995,RNA5SP202
1996,OR5K1
1997,FURIN
1998,COQ8A
1999,MTND4P23
2000,RGS8
2001,PCBP3
2002,GK2
2003,ABCF1
2004,KIAA0146
2005,JAM3
2006,PLOD1
2007,HMGB3P32
2008,ZFHX4-AS1
2009,TAFA2
2010,GNRHR2
2011,OR10H4
2012,LPCAT4
2013,PPP1R27
2014,TMEM225B
2015,ISM1
2016,MADCAM1
2017,CBL
2018,IGLV1-47
2019,PAFAH1B3
2020,COL1A1
2021,TTC9C
2022,PCDHB13
2023,MCP1
2024,CXCL9
2025,LINC01698
2026,C6
2027,LRRC57
2028,ANKRD34A
2029,RSPH4A
2030,SNRPGP15
2031,UBOX5
2032,WAC
2033,LLGL2
2034,DAP3
2035,RPS4XP21
2036,JRKL
2037,CHD1
2038,EMILIN3
2039,MIR4443
2040,CCZ1B
2041,AP1S1
2042,SMPX
2043,RAB23
2044,TIFA
2045,OR51G2
2046,MRPL44
2047,NDUFA4L2
2048,CTBS
2049,TAF7L
2050,SSB
2051,CCDC159
2052,LINC01091
2053,MSANTD3-TMEFF1
2054,DCTN5
2055,ERBB4
2056,LGTN
2057,LY6G6C
2058,ISCA1
2059,WDR31
2060,RPAP2
2061,RRAGC
2062,SCARNA4
2063,BRS3
2064,IRGC
2065,FOXK2
2066,ZNF816-ZNF321P
2067,ATP6V0A1
2068,GABRA4
2069,WIPF3
2070,MED13
2071,IMPDH1
2072,ERMAP
2073,OTX2
2074,PPP1R2
2075,SPATA4
2076,MIR647
2077,FLYWCH2
2078,RELA
2079,HLF
2080,YPEL4
2081,KRTAP10-3
2082,TMEM86A
2083,CA6
2084,KATNAL2
2085,ZNF331
2086,SPARCL1
2087,TOMM6
2088,A2ML1
2089,PRAM1
2090,ATP2C1
2091,FCGRT
2092,FRG1BP
2093,DNAH3
2094,BACH1
2095,C3ORF35
2096,SLC30A4
2097,TSPAN33
2098,PHIP
2099,OR10G8
2100,FAM120A
2101,SAMD9
2102,BRWD1-AS2
2103,P3H1
2104,MFGE8
2105,FTL1
2106,GLOD4
2107,WDR77
2108,KIR3DX1
2109,GJD4
2110,OR8B4
2111,NEUROG2
2112,THADA
2113,MARS
2114,ZNF644
2115,ERVK-6
2116,TRIM74
2117,ETV3L
2118,NLF2
2119,SNORD115-25
2120,FES
2121,SRPX2
2122,KCNK1
2123,DHX33
2124,ATG4A
2125,ZNF177
2126,CLVS1
2127,MARCH5
2128,AK1
2129,AGMAT
2130,ZNF155
2131,DAPK2
2132,MIR744
2133,RPS2P8
2134,AUP1
2135,SLC39A12
2136,ITGAL
2137,ZNF479
2138,CGAS
2139,ASF1A
2140,ANP32A
2141,SRSF8
2142,PTN
2143,EEF1AKMT1
2144,MAP2K4
2145,PTPN22
2146,UGT1A8
2147,ZNF304
2148,ZNF826P
2149,RARRES2
2150,TFB1M
2151,KIAA1841
2152,MTL5
2153,KRT72
2154,ZNF503-AS1
2155,SBDSP1
2156,KIF11
2157,RPL15
2158,LINC01136
2159,IGSF23
2160,LINC00674
2161,BMS1
2162,SRP54
2163,ZFP41
2164,FAM131A
2165,TMEM63A
2166,PHLPP2
2167,INDO
2168,CYP4A14
2169,PREX1
2170,ARPC1A
2171,ENPP4
2172,KRTAP5-9
2173,ZNF658B
2174,CXCL8
2175,HTRA1
2176,ZNF778
2177,ARL3
2178,IDI2-AS1
2179,CLRN2
2180,WASHC3
2181,GLUD2
2182,HS3ST4
2183,SEZ6L
2184,SLC16A13
2185,THAP2
2186,RTN4R
2187,UCHL5
2188,OR4K14
2189,MIR152
2190,ASB10
2191,ERO1L
2192,BABAM1
2193,ERG
2194,ROS1
2195,PKNOX2
2196,CA1
2197,PPAP2A
2198,OGDHL
2199,LRRC26
2200,SCNN1A
2201,LIMCH1
2202,FBXL19
2203,ZNF610
2204,RPL36P5
2205,LPHN2
2206,TBPL2
2207,SNORD115-24
2208,TMEM263
2209,TMBIM6
2210,NPVF
2211,XRN2
2212,MROH9
2213,WHSC1
2214,PPP1R37
2215,RB1CC1
2216,MFAP5
2217,ZUFSP
2218,ZNF354B
2219,ZNF576
2220,FIGN
2221,ZNF839
2222,CRTC1
2223,SERPINH1
2224,PHB
2225,C1ORF137
2226,LINC02026
2227,RBMY1F
2228,DSC2
2229,PA2G4
2230,SMG7-AS1
2231,RTL3
2232,SPEG
2233,CD27
2234,BAG3
2235,VAV3-AS1
2236,KCNAB1
2237,EGFL7
2238,PIK3CB
2239,CFAP52
2240,MIRLET7G
2241,PGCP1
2242,MIR5188
2243,TMEM106A
2244,LMNA
2245,MMP14
2246,TPO
2247,MCPH1-AS1
2248,NES
2249,ZBTB20-AS2
2250,TMPRSS4
2251,MIA2
2252,DENND6A
2253,MIR101-2
2254,PARP12
2255,TSC1
2256,ZFPM1
2257,FASTKD3
2258,PKP3
2259,ASPM
2260,OR12D2
2261,C20ORF203
2262,IL18RAP
2263,FBXO47
2264,YME1L1
2265,DDX50
2266,CCNQ
2267,BTBD11
2268,NRDE2
2269,TRIM35
2270,KRT34
2271,NAP1L2
2272,SLC26A4
2273,RTL4
2274,ZNF382
2275,LINC01476
2276,GANAB
2277,TMEM266
2278,NDUFA5
2279,FAM9A
2280,ROGDI
2281,KTN1-AS1
2282,AQR
2283,MTOR
2284,RBMXL3
2285,SLC27A4
2286,CELF6
2287,MAP7D1
2288,SLC16A11
2289,TCFL5
2290,ADA2
2291,CXCR2P1
2292,SGIP1
2293,NLF1
2294,SYT13
2295,POU2AF1
2296,MIR4742
2297,HTR3B
2298,HIST2H3PS2
2299,SCX
2300,WBP4
2301,IL32
2302,NABP2
2303,ANO2
2304,RHOQ
2305,GIMAP1-GIMAP5
2306,RPS26P53
2307,NVL
2308,SNORD86
2309,TCF20
2310,PREP
2311,DNLZ
2312,TIMM44
2313,MIR646
2314,NKAIN2
2315,MSRB1
2316,MIR520H
2317,RCP9
2318,TBR1
2319,PPP3R2
2320,CWC25
2321,EBF4
2322,SNORD116-11
2323,UBE2L6
2324,EXTL3
2325,PURPL
2326,EPHA8
2327,PRKAG3
2328,AMY2B
2329,MS4A4A
2330,LIMS3-LOC440895
2331,PLIN4
2332,MIR133A2
2333,FBXO17
2334,SDR42E2
2335,XPO4
2336,CACUL1
2337,SOGA1
2338,LINC02575
2339,LINC02450
2340,ZNF571
2341,TH1L
2342,LINC00917
2343,CYP2G1P
2344,C20ORF194
2345,TESPA1
2346,ASIP
2347,GEM
2348,TWF2
2349,TRBJ2-6
2350,ITGB2
2351,PRR14L
2352,AP1M2
2353,TXNRD2
2354,COL7A1
2355,SYTL1
2356,CSF2RB
2357,CAPN1
2358,OR10W1
2359,ITGAX
2360,MTHFSD
2361,LINC01620
2362,PSMB1
2363,NR1D1
2364,PLAT
2365,BCLAF1
2366,ASB4
2367,ASS1P7
2368,S100A7A
2369,CXCL5
2370,DUSP10
2371,ENOX1
2372,TRIM43B
2373,PIK3CD-AS1
2374,LINC00703
2375,PWARSN
2376,OR2D3
2377,HHLA2
2378,BAGE4
2379,ZNF845
2380,LRAP
2381,LHX1-DT
2382,IL17REL
2383,ISX
2384,RNF214
2385,PHLDB3
2386,GAS7
2387,HNRNPAB
2388,ADORA3
2389,ZC3H12D
2390,SH3BP5L
2391,KBTBD8
2392,IGLV3-25
2393,DUX4L1
2394,SSX1
2395,MARK4
2396,CDH9
2397,SPRED1
2398,LSM7
2399,MYOZ1
2400,SLC25A17
2401,MIR383
2402,RPL12P14
2403,ARFGEF2
2404,HERC2P4
2405,CDC42EP4
2406,RPL26P30
2407,SLC22A18
2408,NPIPB2
2409,ASZ1
2410,PACRGL
2411,KCNQ1DN
2412,MIR302C
2413,GYPC
2414,MANBAL
2415,FCER2
2416,DNMT1A
2417,DDHD2
2418,PTMA
2419,MESD
2420,JAZF1
2421,SMIM10L1
2422,DGAT1
2423,C2CD2L
2424,GOLGA6L7
2425,HIST3H2BB
2426,RHNO1
2427,TBC1D26
2428,MIR7108
2429,CDK18
2430,SLC4A4
2431,COPS6
2432,RHBDF1
2433,TRPM3
2434,ZNF106
2435,PLOD3
2436,CDHR5
2437,KRT18P12
2438,SCN2B
2439,BSG
2440,POU1F1
2441,KLHDC2
2442,ALMS1P1
2443,GFI1B
2444,BARHL2
2445,CCDC86
2446,KCNG1
2447,BCL6
2448,NUDT16P1
2449,MED27
2450,MIR218-2
2451,CCDC7
2452,NINJ1
2453,ATP6V1F
2454,DDX11L2
2455,TUBB8P7
2456,BORCS5
2457,PHF2
2458,EIF3IP1
2459,DOK7
2460,LCAL1
2461,MFAP3
2462,FTCDNL1
2463,TMEM70
2464,TALDO1
2465,RIMS4
2466,A4GALT
2467,MIR4257
2468,ITPR1
2469,YBX1
2470,PSMA3-AS1
2471,SFTPB
2472,OR7E125P
2473,CASS4
2474,C14ORF28
2475,CABLES2
2476,SR140
2477,TPM4
2478,SNORD63
2479,LINC00700
2480,DYM
2481,ADAM20
2482,COBLL1
2483,ADSL
2484,TGM4
2485,TLK2
2486,SNHG12
2487,HDC
2488,ZNF511
2489,FAM66A
2490,MEF2AP1
2491,NCDN
2492,ZNF652
2493,EFTUD1
2494,HNRPLL
2495,RFLNA
2496,OR13C8
2497,GCN1
2498,HNF1B
2499,MIR196A1
2500,KMT2B
2501,SLED1
2502,KCTD18
2503,NUP50
2504,TMEM30C
2505,ZBTB7A
2506,TPSG1
2507,CARF
2508,RPS10P13
2509,AP4B1
2510,VCAN
2511,RSPO2
2512,HDGFL3
2513,OR2A42
2514,ELMO2
2515,GLP1R
2516,CTNNA2
2517,CCDC192
2518,TMEM259
2519,ALDH6A1
2520,ZBTB32
2521,SULT4A1
2522,NUDT16
2523,SSX3
2524,TTTY12
2525,SUMO1P3
2526,PILRB
2527,OR5T2
2528,CCDC103
2529,TRIM7
2530,COL11A2
2531,APOC4
2532,MS4A4E
2533,ARHGEF25
2534,HSD3B1
2535,FBXL22
2536,CORO2A
2537,CCNY
2538,OR4D5
2539,LINC00336
2540,NR2F1-AS1
2541,UTS2D
2542,LTBR
2543,FGFR1OP
2544,TRIM40
2545,ACTR3BP2
2546,ITGAD
2547,PLIN5
2548,CHST7
2549,UTRN
2550,SERF2-C15ORF63
2551,STAC
2552,PIN1
2553,RPS15AP17
2554,MIR548B
2555,LNP1
2556,LIMS1
2557,RBM39
2558,C20ORF27
2559,PRPS1
2560,SOGA3
2561,HNRNPA1P22
2562,HENMT1
2563,KMT2A
2564,RFPL3
2565,CCDC25
2566,CHPF
2567,PAM16
2568,APOBEC3A
2569,CCDC6
2570,SOX18
2571,GUCY2F
2572,LANCL1
2573,DUX4L5
2574,TRDN
2575,NPPA-AS1
2576,RHOXF2
2577,MVD
2578,GATAD1
2579,MIR532
2580,LINC02192
2581,NF1P8
2582,IKZF5
2583,PRSS3
2584,RNA45SN4
2585,TSNARE1
2586,FNBP1
2587,FLRT3
2588,STAR
2589,PPM1B
2590,NNAT
2591,IGKV1-17
2592,ARF4
2593,BCAS2
2594,DDX54
2595,TMEM200C
2596,DNAH8
2597,IL17D
2598,FTSJ1
2599,MARCH9
2600,MIR632
2601,MRPL34
2602,EIF3J-DT
2603,CAPN10-DT
2604,MYCNUT
2605,OR10H1
2606,DYNLL1
2607,RPL10AP2
2608,DEFA4
2609,CCND1
2610,MED14
2611,CRLF2
2612,MIR1224
2613,LINC00159
2614,TMCC1
2615,MIR519C
2616,SNORD27
2617,MAPT-AS1
2618,CACNB3
2619,SPG11
2620,NAV1
2621,EIF5AL1
2622,TNFRSF25
2623,SLC18A2
2624,FBXO46
2625,TSPAN6
2626,PLEKHA3
2627,RAB30
2628,ADAMTS1
2629,RGS19
2630,MIR5189
2631,IL27RA
2632,MEIS3
2633,BBOX1-AS1
2634,BRCA2
2635,KRT18P58
2636,DLK2
2637,SPATA18
2638,POM121L12
2639,FZD6
2640,MAP3K2
2641,UBA3
2642,ERV3
2643,MMP9
2644,ARHGAP33
2645,MOB1B
2646,SNORD114-28
2647,PRKAR2B
2648,SNORD11
2649,MIR7974
2650,SLUG
2651,TPD52L2
2652,CD276
2653,AHCYL1
2654,AQP4-AS1
2655,ENHO
2656,LSM2
2657,FUZ
2658,TREML3P
2659,IL4RA
2660,GPCPD1
2661,MIR30C2
2662,OSR2
2663,MIR489
2664,SMC3
2665,WWP1
2666,PRPF31
2667,CACNA1F
2668,LINC02145
2669,SNORD82
2670,SHTN1
2671,SNHG21
2672,SLC41A3
2673,MYPOP
2674,PPM1E
2675,BFAR
2676,HSD3B
2677,ZRANB2-AS2
2678,ADAMTSL3
2679,PCDHA6
2680,IREB2
2681,EFEMP1
2682,LNPK
2683,RNF227
2684,IQSEC2
2685,ABHD16A
2686,ASCL4
2687,MED11
2688,TMC4
2689,CACNG5
2690,MIR4698
2691,S100A10
2692,RPS2P55
2693,MIR98
2694,HEXIM2
2695,GPR174
2696,MAPK8IP1
2697,SLC35C1
2698,KHDRBS1
2699,TRA2A
2700,HOXD9
2701,GBX2
2702,NKAIN1
2703,TUFM
2704,JPH1
2705,CDHR1
2706,ASB5
2707,TM4SF18
2708,PRKACA
2709,HECTD2-AS1
2710,HMGB1
2711,C1ORF167
2712,NEK1
2713,NARS2
2714,SOX1-OT
2715,MIR326
2716,ERVH48-1
2717,UCN
2718,DUSP19
2719,LINC00572
2720,BTNL10
2721,OR13A1
2722,OR4C15
2723,MIR570HG
2724,ZNF596
2725,UBALD1
2726,FAM201A
2727,ARRDC2
2728,PRAMEF11
2729,IFNW1
2730,KRTAP20-2
2731,RAB18
2732,NUDT9
2733,SELL
2734,MAST3
2735,RNY3
2736,COMMD7
2737,DEFB132
2738,IGSF5
2739,EEF1A1P15
2740,LINC00515
2741,FAM230I
2742,CHIC1
2743,L2HGDH
2744,PBRM1
2745,SPIB
2746,PODXL
2747,TRAPPC11
2748,RNASEH2A
2749,CHMP2A
2750,FKBP3
2751,JUND
2752,SEMA3C
2753,GAPDHP60
2754,MKNK1-AS1
2755,DRAM1
2756,MCCC1
2757,HEXO1
2758,MIR6763
2759,GOT2
2760,NCR2
2761,OR7C1
2762,HTR2A
2763,SCAMP2
2764,FAM138D
2765,RELB
2766,PWWP2B
2767,FBXO36
2768,MATR3
2769,SEPX1
2770,SMOC2
2771,NANOGNB
2772,SPTB
2773,OR5B3
2774,TRIM44
2775,IFNA
2776,PELI1
2777,KLK15
2778,KRT18P42
2779,PDIA6
2780,MIR204
2781,ZEB1
2782,NAF1
2783,USP32
2784,HIST1H2AI
2785,MIR205HG
2786,APCDD1L-DT
2787,NPHS1
2788,TC2N
2789,GPR22
2790,SNORD114-4
2791,ZNF630
2792,XAB2
2793,SMAD6
2794,ACVRL1
2795,PVRIG
2796,GAS2L1
2797,RPL10AP3
2798,LINC00884
2799,RPS28P7
2800,PIK3CD
2801,PCDHAC2
2802,GPER1
2803,EIF4E1B
2804,FECH
2805,HIST1H2AC
2806,SCHIP1
2807,TMEM129
2808,PYY
2809,KRT8P41
2810,PRKD1
2811,GPR4
2812,NLG-1
2813,ST7-OT3
2814,NUDT7
2815,GVQW1
2816,LEMD1
2817,EBPL
2818,HIST3H2BA
2819,MT3
2820,DEFB109A
2821,SERF1B
2822,NKX6-3
2823,TMEM88
2824,TTTY4C
2825,TBC1D12
2826,POLD3
2827,ABRAXAS2
2828,FAM163B
2829,MYO7A
2830,PLCD4
2831,INVS
2832,PATE1
2833,TRMT61A
2834,CCNYL1
2835,PSME4
2836,ALMS1-IT1
2837,MAFF
2838,IL10RB-DT
2839,EIF3C
2840,CCDC33
2841,KIF4A
2842,CACNB4
2843,GABRQ
2844,CKMT1
2845,NPM1P35
2846,C8B
2847,DDEFL1
2848,ACTR10
2849,CYP4A6
2850,HLTF
2851,UNC45B
2852,ZNF707
2853,GPI
2854,KLF13
2855,KRT14
2856,ZNF474
2857,ATL1
2858,RGMA
2859,SUPT20H
2860,CASP8
2861,ZDHHC9
2862,SUV39H1
2863,HAND1
2864,PACSIN1
2865,RIPK4
2866,SNORA46
2867,PPWD1
2868,CCL13
2869,SEPSECS
2870,HIST1H4H
2871,KRTAP4-2
2872,SMURF2P1-LRRC37BP1
2873,SLITRK4
2874,MIR4286
2875,PRSS27
2876,SPINT1
2877,TNFAIP8L3
2878,KMT5B
2879,RNF38
2880,MAF1
2881,BICC1
2882,CHRM1
2883,PYDC2
2884,TRAT1
2885,PATL2
2886,MIR3182
2887,SNHG4
2888,TBC1D3J
2889,CKMT2
2890,RAD9B
2891,MIR551A
2892,KLHDC8A
2893,TAF8
2894,TPST2
2895,ADAMTSL4-AS1
2896,PID1
2897,MIR3976
2898,AQP12B
2899,EML2
2900,ZDHHC21
2901,CST11
2902,NELL1
2903,ARFIP1
2904,CHMP1B
2905,TLL2
2906,CUEDC1
2907,ARS
2908,SLC2A7
2909,DAAM1
2910,SLC35E2
2911,SLC16A9
2912,GRM5
2913,SLC6A17
2914,C1ORF216
2915,MAP9
2916,PLXNA1
2917,NPAT
2918,SAA2-SAA4
2919,TM4SF4
2920,ADCY10
2921,MIR25
2922,RPL13AP7
2923,PCDHB3
2924,HDGF
2925,PRRX1
2926,SCG3
2927,METTL25
2928,FOXO3B
2929,ULBP1
2930,ITGA5
2931,GSPT1
2932,MAGEB10
2933,FOXO6
2934,LINC02664
2935,KAT8
2936,FAM58A
2937,KIF7
2938,EXOSC1
2939,GJA1
2940,FGL2
2941,KRTAP3-2
2942,SDF4
2943,KRT36
2944,SFT2D2
2945,PAPPA
2946,CHD3
2947,ANXA8L1
2948,TPM3
2949,TMC5
2950,LINC02542
2951,LINC02245
2952,GSG1
2953,BTK
2954,PSMG4
2955,TMEM40
2956,ATG4B
2957,GPRC5B
2958,KTN1
2959,C1ORF189
2960,CRYBG2
2961,OR2Y1
2962,ERCC6L
2963,LINC01781
2964,KDM1A
2965,NCAM
2966,PTPRC
2967,MAGOHB
2968,MBL2
2969,UBTF
2970,SNORD36C
2971,PHLPP1
2972,AWAT2
2973,ACSL5
2974,HSPD1
2975,PRMT1
2976,CNTLN
2977,NUP50-DT
2978,ATF7
2979,RPL23AP53
2980,NIFK-AS1
2981,MIR627
2982,TPBGL
2983,NPIPB11
2984,MIR4651
2985,MAP3K13
2986,MIR4720
2987,NFATC1
2988,TM4SF20
2989,TM7SF3
2990,SRGAP2
2991,GCNA
2992,CWC22
2993,KRTAP3-1
2994,RBM12B
2995,KLK7
2996,LL22NC01-81G9.3
2997,NANOGP1
2998,LINC00632
2999,IFNA1
3000,SRRT
3001,CDC123
3002,DGLUCY
3003,C4ORF51
3004,TMEM120A
3005,MIR4496
3006,RASGRP2
3007,WIBG
3008,CADPS2
3009,CGREF1
3010,RPH3A
3011,RNA5SP481
3012,CYP51A1
3013,RAB17
3014,DACT3-AS1
3015,MPP5
3016,PANDAR
3017,ZNF649
3018,DPP3
3019,MIR1537
3020,GPR179
3021,NDST1
3022,SFXN3
3023,CORO1B
3024,AJM1
3025,SLC1A5
3026,LINC02381
3027,TMEM170
3028,LINC01947
3029,C12ORF73
3030,ABI3BP
3031,OVOL1
3032,FAM110B
3033,BDH2
3034,NAE1
3035,PGLYRP4
3036,HTR3E
3037,LINC01020
3038,GNS
3039,RNU6-306P
3040,DPY19L2P4
3041,ENDOU
3042,DENND5B-AS1
3043,TNFRSF14
3044,OR10B1P
3045,FABP1
3046,ARIH2
3047,ASGR1
3048,DRP1
3049,MIR145
3050,IDO1
3051,RRAGD
3052,NRN1
3053,WDR6
3054,SH2D1B
3055,BOLA2
3056,LRRC75A
3057,GRIN1A
3058,ZBTB20-AS1
3059,MYRIP
3060,UGT1A
3061,DCAF4L1
3062,OR2V2
3063,C8ORF76
3064,NT5DC3
3065,DHODH
3066,TMEM141
3067,SECISBP2
3068,PDE12
3069,VWA3A
3070,SMAD9
3071,AQP4
3072,ODF3L1
3073,M1AP
3074,COX7B2
3075,CORO1C
3076,CIB1
3077,TMEM204
3078,SNORD5
3079,S1PR5
3080,CD28
3081,CACNG6
3082,CFAP99
3083,TPH1
3084,VASH2
3085,SH2B1
3086,DKC1
3087,POU3F1
3088,ZNF642
3089,PGBD3
3090,CHST2
3091,MIR1178
3092,LINC01152
3093,DDX47
3094,SMG8
3095,SH2D2A
3096,IRF7
3097,SRD5A3
3098,CRN
3099,EZH2
3100,SIX4
3101,KCND3
3102,SSPO
3103,LINC02169
3104,MTMR14
3105,SPATA31D1
3106,CHRNA7
3107,MUC5AC
3108,CRYBB1
3109,PCOLCE
3110,SLC44A1
3111,ARL15
3112,CCDC81
3113,PCNXL2
3114,TPI1P2
3115,UXT-AS1
3116,DCBLD1
3117,ULK4P1
3118,PLA2G1B
3119,TOR2A
3120,RPL41P1
3121,ZNF692
3122,PPM1D
3123,INTS5
3124,LAIR1
3125,IFITM2
3126,DCTD
3127,PF4V1
3128,TAF1D
3129,PCDHB11
3130,TET1
3131,TSPY1
3132,TMEM159
3133,RHBDD3
3134,ARSK
3135,FAM181A-AS1
3136,HMGCR
3137,WDCP
3138,RNASE4
3139,CLDN3
3140,LTB4R
3141,MIR100
3142,GCS1
3143,MIR19B1
